class,jo,prod
721,176340BIJ,iohexol
721,176342BIJ,iohexol
721,176344BIJ,iohexol
721,176345BIJ,iohexol
721,176350BIJ,iohexol
721,176352BIJ,iohexol
721,176358BIJ,iohexol
721,176364BIJ,iohexol
721,176395BIJ,iohexol
721,176396BIJ,iohexol
721,176397BIJ,iohexol
721,176336BIJ,iohexol
721,176339BIJ,iohexol
721,176341BIJ,iohexol
721,176343BIJ,iohexol
721,176346BIJ,iohexol
721,176348BIJ,iohexol
721,176351BIJ,iohexol
721,176353BIJ,iohexol
721,176362BIJ,iohexol
721,176374BIJ,iohexol
721,176431BIJ,iomeprol
721,176435BIJ,iomeprol
721,176438BIJ,iomeprol
721,176440BIJ,iomeprol
721,176432BIJ,iomeprol
721,176436BIJ,iomeprol
721,176439BIJ,iomeprol
721,176441BIJ,iomeprol
721,176433BIJ,iomeprol
721,176437BIJ,iomeprol
721,176442BIJ,iomeprol
721,176534BIJ,iopamidol
721,176538BIJ,iopamidol
721,176542BIJ,iopamidol
721,176517BIJ,iopamidol
721,176530BIJ,iopamidol
721,176531BIJ,iopamidol
721,176535BIJ,iopamidol
721,176537BIJ,iopamidol
721,176540BIJ,iopamidol
721,176543BIJ,iopamidol
721,176544BIJ,iopamidol
721,176547BIJ,iopamidol
721,176550BIJ,iopamidol
721,176554BIJ,iopamidol
721,176532BIJ,iopamidol
721,176536BIJ,iopamidol
721,176541BIJ,iopamidol
721,176545BIJ,iopamidol
721,176546BIJ,iopamidol
721,176548BIJ,iopamidol
721,176551BIJ,iopamidol
721,176732BIJ,iopromide
721,176736BIJ,iopromide
721,176738BIJ,iopromide
721,176745BIJ,iopromide
721,176750BIJ,iopromide
721,176731BIJ,iopromide
721,176733BIJ,iopromide
721,176737BIJ,iopromide
721,176746BIJ,iopromide
721,176930BIJ,ioversol
721,176933BIJ,ioversol
721,176936BIJ,ioversol
721,176938BIJ,ioversol
721,176942BIJ,ioversol
721,176944BIJ,ioversol
721,176934BIJ,ioversol
721,176937BIJ,ioversol
721,176943BIJ,ioversol
721,176945BIJ,ioversol
721,466430BIJ,meglumine gadoterate
721,466431BIJ,meglumine gadoterate
721,466432BIJ,meglumine gadoterate
721,466433BIJ,meglumine gadoterate
721,466831BIJ,gadobenate dimeglumine
721,471630BIJ,gadobutrol
721,471631BIJ,gadobutrol
721,471632BIJ,gadobutrol
721,471633BIJ,gadobutrol
721,471634BIJ,gadobutrol
721,487301BIJ,gadoxetic acid disodium (as gadolinium oxide
721,615131BIJ,gadoteridol
721,615132BIJ,gadoteridol
721,615133BIJ,gadoteridol
721,615134BIJ,gadoteridol
722,161130BIJ,fluorescein sodium (as fluorescein
722,174530BIJ,indigocarmine
728,366530BIJ,tetracosactide
728,466501BIJ,indocyanine green
729,138201BIJ,corticorelin trifluoroacetate (as corticorelin
729,688001BIJ,perfluorobutane
811,197230BIJ,morphine hydrochloride
811,197231BIJ,morphine hydrochloride
811,197331BIJ,morphine sulfate
811,197335BIJ,morphine sulfate
811,197340BIJ,morphine sulfate
811,197334BIJ,morphine sulfate
811,197336BIJ,morphine sulfate
811,197330BIJ,morphine sulfate
811,197332BIJ,morphine sulfate
811,197339BIJ,morphine sulfate
811,441130BIJ,hydromorphone hydrochloride
811,441131BIJ,hydromorphone hydrochloride
821,104730BIJ,alfentanil hydrochloride (as alfentanil
821,158330BIJ,fentanyl citrate (as fentanyl
821,158331BIJ,fentanyl citrate (as fentanyl
821,158332BIJ,fentanyl citrate (as fentanyl
821,158333BIJ,fentanyl citrate (as fentanyl
821,158334BIJ,fentanyl citrate (as fentanyl
821,211530BIJ,pethidine hydrochloride
821,211531BIJ,pethidine hydrochloride
821,232530BIJ,sufentanil citrate (as sufentanil
821,232531BIJ,sufentanil citrate (as sufentanil
821,359030BIJ,oxycodone hydrochloride (as oxycodone
821,359031BIJ,oxycodone hydrochloride (as oxycodone
821,457601BIJ,remifentanil hydrochloride (as remifentanil
821,457602BIJ,remifentanil hydrochloride (as remifentanil
821,457603BIJ,remifentanil hydrochloride (as remifentanil
111,141330CLQ,desflurane
111,178030CLQ,isoflurane
111,227330CLQ,sevoflurane
111,572801CSI,Nitrous oxide
119,224506CPC,rivastigmine
119,224507CPC,rivastigmine
119,224508CPC,rivastigmine
119,643403CPC,donepezil
119,643404CPC,donepezil
121,115331CLQ,benoxinate hydrochloride
121,115332CLQ,benoxinate hydrochloride
121,183801CSI,lidocaine
121,183805CCM,lidocaine
121,183934CLQ,lidocaine hydrochloride
121,183938CLQ,lidocaine hydrochloride
121,183902CCM,lidocaine hydrochloride
121,219630COS,proparacaine hydrochloride
121,219631COS,proparacaine hydrochloride
131,102931COO,acyclovir
131,109130COO,anhydrous liquid lanolin
131,109630COS,apraclonidine hydrochloride (as apraclonidine
131,111833COS,atropine sulfate
131,116830COS,betaxolol hydrochloride
131,116831COS,betaxolol hydrochloride
131,118432COS,brimonidine tartrate
131,118434COS,brimonidine tartrate
131,118435COS,brimonidine tartrate
131,124833COS,carteolol hydrochloride
131,134132COS,ciprofloxacin hydrochloride (as ciprofloxacin
131,138931COS,cyclopentolate hydrochloride
131,138933COS,cyclopentolate hydrochloride
131,141930COO,dexamethasone
131,141931COS,dexamethasone
131,141906CIM,dexamethasone
131,142231COO,dexamethasone sodium phosphate
131,143532COS,diclofenac sodium
131,143533COS,diclofenac sodium
131,148830COS,dorzolamide hydrochloride (as dorzolamide
131,152530COS,epinastine hydrochloride
131,161232COS,fluorometholone
131,161209COS,fluorometholone
131,161237COS,fluorometholone
131,161238COS,fluorometholone
131,161242COS,fluorometholone
131,161243COS,fluorometholone
131,161244COS,fluorometholone
131,161330COS,fluorometholone acetate
131,162030COS,flurbiprofen sodium
131,164630COO,ganciclovir
131,169130COS,homartropin hydrobromide
131,180030COS,ketorolac tromethamine
131,180032COS,ketorolac tromethamine
131,180137COS,ketotifen fumarate (as ketotifen
131,180138COS,ketotifen fumarate (as ketotifen
131,180147COS,ketotifen fumarate (as ketotifen
131,181502COS,latanoprost
131,181531COS,latanoprost
131,181532COS,latanoprost
131,183243COS,levofloxacin
131,183244COS,levofloxacin
131,183230COS,levofloxacin
131,183231COS,levofloxacin
131,183241COS,levofloxacin
131,198231COS,N-acetylaspartyl glutamate sodium
131,202330COS,nipradilol
131,203934COO,ofloxacin
131,203935COO,ofloxacin
131,203936COS,ofloxacin
131,203937COS,ofloxacin
131,209630COS,pemirolast potassium
131,212331COS,pilocarpine hydrochloride
131,212332COS,pilocarpine hydrochloride
131,213630COS,pirenoxine
131,216134COS,povidone
131,217131COS,prednisolone acetate
131,217132COS,prednisolone acetate
131,217135COS,prednisolone acetate
131,217136COS,prednisolone acetate
131,217137COS,prednisolone acetate
131,217138COS,prednisolone acetate
131,217139COS,prednisolone acetate
131,222930COS,rebamipide
131,222931COS,rebamipide
131,228648COS,carboxymethyl cellulose sodium
131,228651COS,carboxymethyl cellulose sodium
131,228632COS,carboxymethyl cellulose sodium
131,228633COS,carboxymethyl cellulose sodium
131,228643COS,carboxymethyl cellulose sodium
131,228645COS,carboxymethyl cellulose sodium
131,228646COS,carboxymethyl cellulose sodium
131,228650COS,carboxymethyl cellulose sodium
131,228740COS,sodium chloride
131,228742COS,sodium chloride
131,228834COS,sodium cromoglycate
131,228835COS,sodium cromoglycate
131,239632COS,timolol maleate (as timolol
131,239634COS,timolol maleate (as timolol
131,239636COS,timolol maleate (as timolol
131,242230COS,tosufloxacin tosylate hydrate
131,242630COS,tranilast
131,244030COS,trifluridine
131,245332COS,tropicamide
131,380330COS,moxifloxacin hydrochloride (as moxifloxacin
131,380331COS,moxifloxacin hydrochloride (as moxifloxacin
131,380333COS,moxifloxacin hydrochloride (as moxifloxacin
131,380334COS,moxifloxacin hydrochloride (as moxifloxacin
131,380338COS,moxifloxacin hydrochloride (as moxifloxacin
131,391600COS,sodium chondroitin sulfate
131,391600COS,sodium hyaluronate
131,391730COS,olopatadine hydrochloride (as olopatadine
131,391731COS,olopatadine hydrochloride (as olopatadine
131,391736COS,olopatadine hydrochloride (as olopatadine
131,391737COS,olopatadine hydrochloride (as olopatadine
131,391733COS,olopatadine hydrochloride (as olopatadine
131,391738COS,olopatadine hydrochloride (as olopatadine
131,391743COS,olopatadine hydrochloride (as olopatadine
131,391749COS,olopatadine hydrochloride (as olopatadine
131,391742COS,olopatadine hydrochloride (as olopatadine
131,391747COS,olopatadine hydrochloride (as olopatadine
131,391751COS,olopatadine hydrochloride (as olopatadine
131,391752COS,olopatadine hydrochloride (as olopatadine
131,401637COS,polysorbate
131,417530COS,brinzolamide
131,434830COS,gatifloxacin hydrate (as gatifloxacin
131,442231COS,travoprost
131,442230COS,travoprost
131,453930COS,bepotastine besilate (as bepotastine
131,457731COS,acitazanolast hydrate (as acitazanolast
131,461330COS,bimatoprost
131,475130COS,cyclosporin
131,475132COS,cyclosporin
131,475133COS,cyclosporin
131,475131COS,cyclosporin
131,509030COS,tafluprost
131,509031COS,tafluprost
131,515400COS,phenylephrine hydrochloride
131,515400COS,tropicamide
131,539000COS,phenylephrine hydrochloride
131,539000COS,tropicamide
131,520830COS,natamycin
131,538800COS,fluorometholone
131,538800COS,tetrahydrozoline hydrochloride
131,538900COS,fluorometholone
131,538900COS,tetrahydrozoline hydrochloride
131,642200COS,fluorometholone
131,642200COS,tetrahydrozoline hydrochloride
131,643100COS,fluorometholone
131,643100COS,tetrahydrozoline hydrochloride
131,530025COS,sodium hyaluronate
131,530037COS,sodium hyaluronate
131,530054COS,sodium hyaluronate
131,530057COS,sodium hyaluronate
131,530058COS,sodium hyaluronate
131,530059COS,sodium hyaluronate
131,530060COS,sodium hyaluronate
131,530061COS,sodium hyaluronate
131,530074COS,sodium hyaluronate
131,5300B8COS,sodium hyaluronate
131,5300B9COS,sodium hyaluronate
131,530042COS,sodium hyaluronate
131,530048COS,sodium hyaluronate
131,530049COS,sodium hyaluronate
131,530067COS,sodium hyaluronate
131,530068COS,sodium hyaluronate
131,530069COS,sodium hyaluronate
131,530071COS,sodium hyaluronate
131,5300A4COS,sodium hyaluronate
131,5300C1COS,sodium hyaluronate
131,530001COS,sodium hyaluronate
131,530002COS,sodium hyaluronate
131,530006COS,sodium hyaluronate
131,530020COS,sodium hyaluronate
131,530021COS,sodium hyaluronate
131,530023COS,sodium hyaluronate
131,530029COS,sodium hyaluronate
131,530031COS,sodium hyaluronate
131,530052COS,sodium hyaluronate
131,530053COS,sodium hyaluronate
131,530072COS,sodium hyaluronate
131,530073COS,sodium hyaluronate
131,5300B4COS,sodium hyaluronate
131,5300B5COS,sodium hyaluronate
131,5300B6COS,sodium hyaluronate
131,530009COS,sodium hyaluronate
131,530039COS,sodium hyaluronate
131,530063COS,sodium hyaluronate
131,530064COS,sodium hyaluronate
131,530065COS,sodium hyaluronate
131,538100COS,dexamethasone
131,538100COS,tobramycin
131,538200COS,dexamethasone
131,538200COS,tobramycin
131,538300COS,dorzolamide hydrochloride (as dorzolamide
131,538300COS,timolol maleate (as timolol
131,538400COS,dorzolamide hydrochloride (as dorzolamide
131,538400COS,timolol maleate (as timolol
131,541500COS,dorzolamide hydrochloride (as dorzolamide
131,541500COS,timolol maleate (as timolol
131,541600COS,dorzolamide hydrochloride (as dorzolamide
131,541600COS,timolol maleate (as timolol
131,541700COS,dorzolamide hydrochloride (as dorzolamide
131,541700COS,timolol maleate (as timolol
131,541900COS,dorzolamide hydrochloride (as dorzolamide
131,541900COS,timolol maleate (as timolol
131,538500COO,fluorometholone
131,538500COO,gentamicin sulfate
131,538700COS,fluorometholone
131,538700COS,gentamicin sulfate
131,539200COS,potassium iodide
131,539200COS,sodium iodide
131,539300COS,potassium iodide
131,539300COS,sodium iodide
131,539800COO,dexamethasone
131,539800COO,neomycin sulfate
131,539800COO,polymyxin B sulfate
131,539900COO,dexamethasone
131,539900COO,neomycin sulfate
131,539900COO,polymyxin B sulfate
131,540100COS,dexamethasone
131,540100COS,neomycin sulfate
131,540100COS,polymyxin B sulfate
131,540200COS,dexamethasone
131,540200COS,neomycin sulfate
131,540200COS,polymyxin B sulfate
131,540400COO,oxytetracycline hydrochloride
131,540400COO,polymyxin B sulfate
131,540600COS,latanoprost
131,540600COS,timolol maleate (as timolol
131,540900COS,brimonidine tartrate
131,540900COS,timolol maleate (as timolol
131,800200COS,brimonidine tartrate
131,800200COS,timolol maleate (as timolol
131,541000COS,timolol maleate (as timolol
131,541000COS,travoprost
131,541200COS,bimatoprost
131,541200COS,timolol maleate (as timolol
131,670100COS,bimatoprost
131,670100COS,timolol maleate (as timolol
131,541300COS,brinzolamide
131,541300COS,timolol maleate (as timolol
131,568603COS,loteprednol etabonate
131,568605COS,loteprednol etabonate
131,617330COS,diquafosol sodium
131,617332COS,diquafosol sodium
131,617333COS,diquafosol sodium
131,617334COS,diquafosol sodium
131,617335COS,diquafosol sodium
131,617336COS,diquafosol sodium
131,617337COS,diquafosol sodium
131,617338COS,diquafosol sodium
131,619204COS,bromfenac sodium sesquihydrate
131,619205COS,bromfenac sodium sesquihydrate
131,619206COS,bromfenac sodium sesquihydrate
131,619202COS,bromfenac sodium sesquihydrate
131,619330COS,alcaftadine
131,619331COS,alcaftadine
131,680900COS,loteprednol etabonate
131,680900COS,tobramycin
131,692801COS,omidenepag isopropyl
131,694601COS,latanoprostene bunod
131,694602COS,latanoprostene bunod
131,800900COS,brimonidine tartrate
131,800900COS,brinzolamide
131,687500COS,tafluprost
131,687500COS,timolol maleate
131,801000COS,tafluprost
131,801000COS,timolol maleate
132,112533CLQ,azelastine hydrochloride
132,119435CLQ,budesonide
132,119437CLQ,budesonide
132,141910CSI,dexamethasone cipecilate
132,177132CLQ,ipratropium bromide monohydrate
132,203936CLQ,ofloxacin
132,243330CLQ,triamcinolone acetonide
132,361331CSI,mometasone furoate
132,361349CSI,mometasone furoate
132,361308CSI,mometasone furoate
132,500430CSI,fluticasone furoate(micronized)
132,510030CSI,ciclesonide(micronized)
132,520200CSI,azelastine hydrochloride
132,520200CSI,mometasone furoate
132,542200CSS,ciprofloxacin hydrochloride (as ciprofloxacin
132,542200CSS,hydrocortisone
132,542300CSS,ciprofloxacin hydrochloride
132,542300CSS,dexamethasone
132,542400CLQ,ciprofloxacin hydrochloride (as ciprofloxacin
132,542400CLQ,fluocinolone acetonide
132,673300CSI,azelastine hydrochloride
132,673300CSI,fluticasone propionate
132,690000CSI,olopatadine hydrochloride (as olopatadine
132,690000CSI,mometasone furoate
132,690100CSI,olopatadine hydrochloride (as olopatadine
132,690100CSI,mometasone furoate
214,471430CSI,iloprost
217,202637CSI,diluted nitroglycerin solution (as nitroglycerin
217,202634CPC,diluted nitroglycerin (as nitroglycerin
220,542800CSI,fluticasone propionate
220,542800CSI,formoterol fumarate dihydrate
220,543000CSI,fluticasone propionate
220,543000CSI,formoterol fumarate dihydrate
220,542900CSI,fluticasone propionate
220,542900CSI,formoterol fumarate dihydrate
220,636700CSI,fluticasone furoate(micronized)
220,636700CSI,vilanterol trifenatate(micronized) (as vilanterol
220,636800CSI,fluticasone furoate(micronized)
220,636800CSI,vilanterol trifenatate(micronized) (as vilanterol
222,101846CLQ,acetylcysteine
222,101834CLQ,acetylcysteine
222,101845CLQ,acetylcysteine
222,101847CLQ,acetylcysteine
222,119533CSI,budesonide(micronized)
222,119530CSI,budesonide(micronized)
222,162233CSI,fluticasone propionate
222,162235CSI,fluticasone propionate
222,162232CSI,fluticasone propionate
222,177131CLQ,ipratropium bromide monohydrate
222,225531CSI,salbutamol sulfate (as salbutamol
222,225530CSI,salbutamol sulfate (as salbutamol
222,225532CSI,salbutamol sulfate (as salbutamol
222,452101CPC,tulobuterol
222,452102CPC,tulobuterol
222,452103CPC,tulobuterol
222,497131CSI,ciclesonide
222,497130CSI,ciclesonide
222,500431CSI,fluticasone furoate(micronized)
222,500432CSI,fluticasone furoate(micronized)
222,543400CSI,fluticasone propionate
222,543400CSI,salmeterol xinafoate (as salmeterol
222,543100CSI,fluticasone propionate
222,543100CSI,salmeterol xinafoate (as salmeterol
222,543300CSI,fluticasone propionate
222,543300CSI,salmeterol xinafoate (as salmeterol
222,543600CSI,fluticasone propionate
222,543600CSI,salmeterol xinafoate (as salmeterol
222,544400CSI,fluticasone propionate
222,544400CSI,salmeterol xinafoate (as salmeterol
222,543500CSI,fluticasone propionate
222,543500CSI,salmeterol xinafoate (as salmeterol
222,543200CSI,fluticasone propionate
222,543200CSI,salmeterol xinafoate (as salmeterol
222,543800CSI,budesonide(micronized)
222,543800CSI,formoterol fumarate dihydrate
222,543900CSI,budesonide(micronized)
222,543900CSI,formoterol fumarate dihydrate
222,544100CSI,budesonide(micronized)
222,544100CSI,formoterol fumarate dihydrate
222,544000CSI,budesonide(micronized)
222,544000CSI,formoterol fumarate dihydrate
222,801100CSI,budesonide(micronized)
222,801100CSI,formoterol fumarate dihydrate
222,544200CSI,beclomethasone dipropionate
222,544200CSI,formoterol fumarate dihydrate
222,696700CSI,beclomethasone dipropionate
222,696700CSI,formoterol fumarate dihydrate
223,370602CSI,oxygen gas
223,693101CSI,oxygen gas
229,457330CSI,tiotropium bromide monohydrate(micronized) (as tiotropium
229,457301CCH,tiotropium bromide monohydrate(micronized) (as tiotropium
229,503430CSI,tiotropium bromide monohydrate (as tiotropium
229,611901CSI,indacaterol maleate (as indacaterol
229,611902CSI,indacaterol maleate (as indacaterol
229,631200CSI,umeclidinium bromide(micronized) (as umeclidinium
229,631200CSI,vilanterol trifenatate(micronized) (as vilanterol
229,633730CSI,aclidinium bromide(micronized)
229,635300CSI,aclidinium bromide(micronized)
229,635300CSI,formoterol fumarate dihydrate
229,641101CSI,umeclidinium
229,643700CSI,olodaterol hydrochloride (as olodaterol
229,643700CSI,tiotropium bromide monohydrate (as tiotropium
229,672200CSI,fluticasone furoate(micronized)
229,672200CSI,umeclidinium bromide(micronized) (as umeclidinium
229,672200CSI,vilanterol trifenatate(micronized) (as vilanterol
229,730500CSI,fluticasone furoate(micronized)
229,730500CSI,umeclidinium bromide(micronized) (as umeclidinium
229,730500CSI,vilanterol trifenatate(micronized) (as vilanterol
229,681000CSI,budesonide(micronized)
229,681000CSI,salmeterol xinafoate (as salmeterol
229,681100CSI,budesonide(micronized)
229,681100CSI,salmeterol xinafoate (as salmeterol
229,683800CSI,beclomethasone dipropionate
229,683800CSI,formoterol fumarate hydrate(micronized)
229,683800CSI,glycopyrronium bromide (as glycopyrronium
229,698400CSI,indacaterol acetate (as indacaterol
229,698400CSI,mometasone furoate
229,698500CSI,indacaterol acetate (as indacaterol
229,698500CSI,mometasone furoate
229,698600CSI,indacaterol acetate (as indacaterol
229,698600CSI,mometasone furoate
229,698700CSI,glycopyrronium bromide (as glycopyrronium
229,698700CSI,indacaterol acetate (as indacaterol
229,698700CSI,mometasone furoate
229,698800CSI,glycopyrronium bromide (as glycopyrronium
229,698800CSI,indacaterol acetate (as indacaterol
229,698800CSI,mometasone furoate
229,800100CSI,glycopyrronium bromide (as glycopyrronium
229,800100CSI,indacaterol maleate (as indacaterol
231,116131CLQ,benzydamine hydrochloride
231,116132CLQ,benzydamine hydrochloride
231,116134CLQ,benzydamine hydrochloride
231,116141CLQ,benzydamine hydrochloride
231,116142CLQ,benzydamine hydrochloride
231,116143CLQ,benzydamine hydrochloride
231,116144CLQ,benzydamine hydrochloride
231,116145CLQ,benzydamine hydrochloride
231,116146CLQ,benzydamine hydrochloride
231,116147CLQ,benzydamine hydrochloride
231,116148CLQ,benzydamine hydrochloride
231,131332CLQ,chlorhexidine gluconate solution
231,131330CLQ,chlorhexidine gluconate solution
231,131331CLQ,chlorhexidine gluconate solution
231,131341CLQ,chlorhexidine gluconate solution
231,131344CLQ,chlorhexidine gluconate solution
